row_id,0,1
0,8.034665,-4.978805
1,5.989437,-8.116999
2,7.444578,-6.100756
3,7.2863264,-3.2979398
4,4.3654065,-5.60461
5,5.731694,-6.05598
6,5.694945,-7.0595818
7,3.7047079,-5.9311004
8,6.575458,-7.2799892
9,7.198418,-6.4113083
10,5.0157466,-4.0747786
11,7.1479006,-7.079018
12,7.674935,-4.3777695
13,6.212028,-3.3261948
14,7.8123507,-4.7740116
15,7.309204,-7.927362
16,8.356113,-8.043815
17,5.895664,-3.8677847
18,6.567435,-7.1751857
19,8.27793,-8.307053
20,3.9592562,-5.2381787
21,6.8367248,-3.7647
22,7.8258414,-8.385889
23,7.1469493,-4.61306
24,7.40811,-5.8694553
25,4.454222,-7.1286616
26,7.6625113,-8.51356
27,4.013554,-6.7803755
28,3.6137934,-5.516071
29,7.8832445,-7.0100427
30,6.491965,-5.689852
31,4.589989,-3.9463975
32,7.079853,-4.86848
33,6.5368257,-5.4418015
34,4.0144653,-4.982506
35,7.964714,-5.230153
36,5.6484613,-3.5754638
37,5.0391183,-7.953926
38,5.817781,-5.6432076
39,4.961566,-5.981268
40,5.466254,-7.2731524
41,5.4139795,-3.2960129
42,4.295945,-4.6351438
43,8.33588,-8.47854
44,4.8401804,-4.9813232
45,5.6703324,-4.054974
46,4.692822,-6.626584
47,7.2920265,-3.813709
48,3.8828106,-6.5018687
49,5.4730687,-6.699074
50,5.313247,-4.924728
51,6.77531,-6.103416
52,6.135945,-5.6554813
53,5.8540397,-4.4363446
54,4.9116683,-7.0944195
55,4.3603215,-4.9415936
56,6.564054,-4.6040936
57,7.6226506,-4.452679
58,5.5189114,-7.5018554
59,4.043131,-5.07553
60,4.777842,-7.004048
61,3.860201,-5.8205824
62,6.9174385,-4.5611496
63,9.049969,-2.1603212
64,4.493379,-4.967192
65,6.033421,-3.3185036
66,3.87435,-5.9189835
67,6.097244,-7.534552
68,7.936714,-7.6939325
69,7.5181427,-5.248906
70,7.1736245,-6.4882255
71,5.857529,-6.1832376
72,6.307557,-5.6573606
73,4.3228307,-6.948603
74,5.935537,-6.6007967
75,7.4534564,-3.1029081
76,4.20828,-6.1447716
77,5.3866024,-6.7673225
78,5.3824105,-5.504608
79,6.5278363,-4.0926023
80,7.838007,-5.125656
81,4.753125,-4.308896
82,4.865834,-5.0419517
83,6.340093,-7.0323324
84,8.214793,-7.6038637
85,7.5223713,-6.8284173
86,8.793813,-8.006685
87,4.716383,-7.3243814
88,7.5566034,-4.9371424
89,5.631514,-7.014836
90,7.798239,-5.868175
91,5.404672,-6.297239
92,8.090673,-7.41706
93,7.479054,-5.507146
94,5.014967,-4.6445894
95,5.9009027,-6.432813
96,4.961059,-5.900683
97,4.319401,-4.8501644
98,5.8242164,-7.3009224
99,6.115274,-4.8245325
100,4.687711,-4.033872
101,4.8551245,-5.255672
102,4.9200172,-7.4261985
103,6.1980605,-4.304147
104,7.956328,-4.564517
105,5.2661304,-5.322556
106,6.706609,-4.8948426
107,4.1188617,-7.000732
108,7.824448,-8.076805
109,7.093535,-7.567796
110,5.228457,-5.838645
111,7.8983984,-7.1875887
112,5.1229916,-4.237926
113,6.3038287,-6.6357484
114,5.0606484,-6.883513
115,6.8577323,-5.9018784
116,7.983651,-8.31145
117,5.1674695,-6.318159
118,6.974498,-6.533147
119,4.4319077,-5.8676605
120,6.585166,-7.5898952
121,6.27179,-5.7899494
122,6.0611997,-5.3907886
123,6.8560205,-7.635055
124,4.1940556,-4.8388643
125,8.530443,-7.0829825
126,4.213371,-6.619323
127,7.818691,-5.3784585
128,7.387057,-8.203561
129,5.082226,-5.6554985
130,6.4253054,-7.356979
131,7.8146214,-3.5833418
132,4.441698,-6.2514615
133,7.149381,-4.8718123
134,4.7590075,-5.849458
135,3.9283776,-4.713056
136,6.2059503,-6.902973
137,7.025406,-4.1099086
138,4.3817534,-4.035486
139,7.8770375,-5.767337
140,5.6822243,-4.9227986
141,5.103941,-5.8193374
142,7.271097,-5.559061
143,4.5111904,-4.2849307
144,4.9230285,-4.8964853
145,7.872271,-5.9344206
146,4.2164645,-5.9355307
147,5.544015,-4.575731
148,8.564105,-7.3278537
149,5.9236474,-5.0875115
150,3.7765148,-5.6643615
151,5.446139,-3.9741356
152,4.742376,-6.1256824
153,6.435208,-3.6374998
154,6.3622603,-6.2517877
155,5.6255584,-4.234862
156,8.791047,-7.3431053
157,5.3762226,-5.2812557
158,7.435833,-4.1243014
159,8.4566,-7.79804
160,4.6618805,-7.5099444
161,7.462135,-4.953648
162,5.0961676,-5.1681623
163,7.7068186,-7.4676228
164,5.1934423,-4.3904214
165,6.728304,-6.5437756
166,5.214697,-6.519822
167,7.5100174,-4.6304975
168,6.2833047,-3.590241
169,7.6995873,-7.1227508
170,5.848667,-6.8481197
171,6.846134,-6.1637545
172,6.700506,-5.7805247
173,12.255284,-3.4304376
174,7.3396215,-8.490982
175,5.8769546,-4.708472
176,6.7995934,-3.8484795
177,5.762235,-3.9805543
178,4.4872355,-6.189989
179,8.830014,-7.6879025
180,7.682977,-5.002154
181,7.578684,-3.775695
182,6.999943,-8.124697
183,5.237328,-4.622527
184,4.3581924,-6.6540437
185,4.3953447,-5.50796
186,5.6767707,-5.7541656
187,7.2847834,-4.156551
188,7.587593,-7.3119564
189,5.697346,-5.4374123
190,8.963389,-3.3437176
191,5.2824416,-5.460495
192,6.1135693,-5.6139607
193,5.7468395,-5.731978
194,5.8745785,-4.8649607
195,4.771876,-6.781275
196,6.947643,-5.0142064
197,5.65144,-7.8538923
198,6.4530997,-4.428497
199,6.364771,-4.1774993
200,4.0046053,-5.6070166
201,6.8417945,-6.7143927
202,4.1631794,-5.8523545
203,5.278642,-7.3206797
204,6.01294,-4.864607
205,6.442209,-5.6181417
206,6.2079563,-5.3565426
207,7.149033,-6.862774
208,6.1581726,-4.9060583
209,8.811971,-8.030845
210,5.368587,-5.636561
211,8.414084,-6.8380485
212,5.847676,-5.2266397
213,7.4428306,-4.3612733
214,4.5961757,-7.803147
215,8.648589,-8.144072
216,7.83879,-4.0772486
217,5.4916887,-5.15115
218,5.374992,-4.4088407
219,5.05827,-4.6711407
220,6.351085,-5.487278
221,6.261509,-6.4985213
222,8.31303,-8.141207
223,4.993521,-6.5176654
224,5.4693937,-4.002273
225,5.552904,-6.300097
226,6.558265,-6.0437155
227,4.818624,-5.108053
228,5.3993363,-5.968333
229,6.604269,-5.900853
230,4.462884,-5.354859
231,5.516941,-6.0359273
232,5.958444,-6.779982
233,6.283401,-4.8132753
234,5.207576,-6.711143
235,7.04238,-6.874443
236,8.268139,-8.734139
237,5.8877516,-7.4951363
238,5.994318,-5.9427304
239,10.692669,-0.47664565
240,10.910607,-0.590688
241,11.37511,-1.0868422
242,13.832071,-1.7745664
243,13.165582,-1.5624403
244,12.824495,-1.8102064
245,12.484244,-1.3562409
246,14.129383,-2.2342987
247,12.890524,-1.4546832
248,12.273071,-1.6496236
249,12.109784,-1.5440955
250,13.131311,-1.0644013
251,12.397212,-0.7666024
252,11.192122,-1.808394
253,10.421705,-0.7991257
254,13.901511,-1.3367046
255,10.7752695,-1.9123328
256,11.524051,-0.7730792
257,12.227754,-1.7575442
258,11.149112,-0.8152815
259,10.646396,-0.9861951
260,13.63035,-1.4932643
261,13.813692,-1.266563
262,12.348218,-0.9055658
263,13.209558,-0.7118948
264,12.395027,-1.7333392
265,13.736979,-1.6088831
266,12.627074,-1.9830109
267,13.601713,-2.115714
268,13.33053,-1.6408557
269,11.806874,-1.7515719
270,13.515342,-2.1530585
271,12.657038,-1.5522704
272,9.482533,-2.3707511
273,13.219595,-2.2076168
274,13.048458,-1.1873416
275,10.79006,-1.6203895
276,9.341792,-2.4592304
277,12.657944,-0.98471195
278,10.122535,-0.62665516
279,11.475453,-1.2550979
280,13.904822,-1.8744587
281,13.289755,-1.8541818
282,12.485179,-4.136953
283,11.803454,-5.4645047
284,12.797452,-5.2883444
285,12.258487,-5.9020505
286,12.048756,-5.7161193
287,12.345723,-5.5778823
288,12.427313,-3.8020344
289,11.36788,-5.1323347
290,12.553815,-5.663573
291,11.396331,-5.8913836
292,11.520707,-5.052679
293,12.085897,-5.309336
294,12.493998,-4.5560555
295,12.956844,-4.0064836
296,12.751413,-4.0892644
297,11.848289,-4.882841
298,12.252994,-5.33817
299,11.604796,-5.260918
300,9.220086,-2.0080562
301,12.747941,-4.736778
302,12.140437,-4.8793106
303,12.784243,-4.802445
304,11.854879,-5.991521
305,12.022618,-4.438219
306,11.726773,-5.9005804
307,12.037512,-5.001001
308,12.619604,-2.670327
309,12.875047,-2.6110523
310,12.805321,-2.5818822
311,13.561372,-2.8785744
312,11.473524,-2.6456392
313,11.936617,-2.5486145
314,13.654897,-2.903736
315,13.048262,-3.1343365
316,13.081359,-3.2644658
317,9.9440975,-2.370298
318,13.469874,-3.5485196
319,12.872169,-3.6167355
320,10.103254,-2.9459455
321,11.993943,-2.530491
322,13.332606,-3.0330076
323,12.570048,-2.8843343
324,13.5464945,-3.3849375
325,13.81134,-3.1021419
326,12.639495,-3.45201
327,12.404422,-2.7047758
328,11.600445,-2.585031
329,13.3826275,-3.1458795
330,12.420176,-3.0975773
331,9.918821,-2.123475
332,11.877401,-3.3195424
333,11.954782,-3.572082
334,10.429124,-1.3523548
335,10.400098,-1.8313552
336,9.4355,-1.4585463
337,9.323919,-4.837247
338,10.823866,-1.8199148
339,9.950154,-1.0239711
340,11.102142,-3.3675315
341,11.311965,-2.1746757
342,11.2534075,-3.553984
343,8.042835,-3.2115145
344,11.520516,-2.7331727
345,11.155529,-3.0049813
346,8.62894,-4.420851
347,10.542692,-1.3405174
348,11.477381,-3.1128027
349,13.329936,-2.5169456
350,8.4868965,-4.230108
351,9.668229,-4.283195
352,10.697865,-3.7203064
353,10.076812,-1.3522056
354,10.451821,-5.4887033
355,9.918782,-5.1539083
356,10.191036,-5.758621
357,10.279759,-5.7927194
358,10.455598,-5.45194
359,9.4336815,-5.441764
360,9.615128,-5.750664
361,10.185985,-5.3804636
362,9.38603,-6.101878
363,10.616059,-5.638843
364,10.621497,-6.1411204
365,9.910637,-4.679666
366,9.418427,-6.404704
367,9.539221,-5.928176
368,10.372102,-6.158163
369,10.003118,-5.2427626
370,9.625521,-5.69314
371,9.959238,-6.044422
372,9.913771,-6.3724785
373,9.352059,-4.0120583
374,9.789997,-3.20567
375,9.118009,-4.271985
376,10.358866,-3.9832666
377,8.6280155,-4.404284
378,12.311836,-3.0497808
379,9.699519,-1.6195763
380,9.994041,-3.0153186
381,10.280948,-0.65736616
382,5.4072075,-8.104367
383,11.0771055,-2.3622012
384,12.1645975,-2.734164
385,10.672219,-4.631674
386,9.3499155,-4.4047747
387,10.923715,-1.324884
388,9.289997,-3.5970297
389,10.801716,-2.9815893
390,11.803212,-3.157866
391,11.816414,-3.4483852
392,8.801739,-3.5321004
393,10.211276,-2.5433643
394,10.34325,-3.4407823
395,10.393052,-4.1934223
396,6.8303547,-5.4075065
397,12.775644,-4.3752036
398,4.817904,-6.0526056
399,9.636466,-4.1609
400,10.586433,-2.5622683
401,9.5317135,-1.9575828
402,9.898579,-1.5515299
403,11.441008,-4.084137
